refArea,PercentageofEducationlevelofresidents-illeterate,PercentageofSchooldropout,Data Domain,Observation URI,references,PercentageofEducationlevelofresidents-university,publisher,PercentageofEducationlevelofresidents-secondary,PercentageofEducationlevelofresidents-intermediate,PercentageofEducationlevelofresidents-vocational,PercentageofEducationlevelofresidents-elementary,PercentageofEducationlevelofresidents-highereducation,refArea District,refArea Governorate,Town,dataset
,1e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Khaled,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2.5e+01,1.5e+01,1e+01,9e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Ouadi Khaled,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Nakhleh,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,3e+01,1e+01,3e+01,5e+00,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",https://dbpedia.org/page/North_Governorate,Ouadi Nakhleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Qannoubine,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.5e+01,2.7e+01,1e+01,1.5e+01,3e+00,http://dbpedia.org/resource/Bsharri_District,https://dbpedia.org/page/North_Governorate,Ouadi Qannoubine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouardaniyeh,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,3e+01,2e+01,8e+00,5e+00,1.5e+01,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Ouardaniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3e+00,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouarhaniyeh,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.5e+01,2.5e+01,7e+00,2.5e+01,5e+00,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Ouarhaniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouata+El-Jaouz,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Ouata El-Jaouz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1.5e+01,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaa+Baalbek,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,1.5e+01,1.7e+01,5e+00,3e+01,3e+00,http://dbpedia.org/resource/Baalbek_District,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Qaa Baalbek,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaa+Er-Rim,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,2e+01,5e+00,1.5e+01,5e+00,1.3e+01,http://dbpedia.org/resource/ZahlÃƒÂ©_District,https://dbpedia.org/page/Beqaa_Governorate,Qaa Er-Rim,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaaqaaiyet+Ej-Jisr,https://impact.cib.gov.lb/home#open_data_section,2.4e+01,Impact Open Data,1.5e+01,2e+01,1.5e+01,2e+01,1e+00,http://dbpedia.org/resource/Nabatieh_District,https://dbpedia.org/page/Nabatieh_Governorate,Qaaqaaiyet Ej-Jisr,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaaqaiyet+Es-Snaoubar,https://impact.cib.gov.lb/home#open_data_section,1.2e+01,Impact Open Data,1.5e+01,3e+01,1e+01,2e+01,3e+00,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Qaaqaiyet Es-Snaoubar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaaqour,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,1e+01,3e+01,5e+00,3e+01,0e+00,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qaaqour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qabaait,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,1.5e+01,2e+01,1e+01,2e+01,1e+01,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qabaait,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qabb+Elias,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,3e+01,1e+01,5e+00,1e+01,1.5e+01,http://dbpedia.org/resource/ZahlÃƒÂ©_District,https://dbpedia.org/page/Beqaa_Governorate,Qabb Elias,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qabrikha,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Marjeyoun_District,https://dbpedia.org/page/Nabatieh_Governorate,Qabrikha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qachlaq,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,1.5e+01,2.5e+01,1e+01,3e+01,5e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qachlaq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2.1e+01,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qahmez,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,2e+01,2e+01,2e+00,3e+01,2e+00,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qahmez,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qalaa,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,3e+01,1e+01,1e+01,5e+00,5e+00,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qalaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qalamoun,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,2.5e+01,2e+01,2e+01,1e+01,1e+01,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",https://dbpedia.org/page/North_Governorate,Qalamoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qalaouiyeh,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.7e+01,3e+01,1e+01,2e+01,3e+00,http://dbpedia.org/resource/Bint_Jbeil_District,https://dbpedia.org/page/Nabatieh_Governorate,Qalaouiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qalhat,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,1e+01,3e+01,5e+00,2e+01,5e+00,http://dbpedia.org/resource/Koura_District,https://dbpedia.org/page/North_Governorate,Qalhat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qannebet+Salima,https://impact.cib.gov.lb/home#open_data_section,3.5e+01,Impact Open Data,2e+01,1.5e+01,2.5e+01,0e+00,5e+00,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qannebet Salima,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qantara,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,1.8e+01,2e+01,0e+00,http://dbpedia.org/resource/Marjeyoun_District,https://dbpedia.org/page/Nabatieh_Governorate,Qantara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qantarat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,3e+01,3e+01,1e+01,5e+00,5e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qantarat Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qanya,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,1e+01,2e+01,1e+01,2e+01,5e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qanya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaouzah,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,1e+01,2e+01,2e+01,0e+00,http://dbpedia.org/resource/Bint_Jbeil_District,https://dbpedia.org/page/Nabatieh_Governorate,Qaouzah,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,8e+00,3e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaraaoun,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,2.2e+01,2.1e+01,8e+00,2.1e+01,5e+00,http://dbpedia.org/resource/Western_Beqaa_District,https://dbpedia.org/page/Beqaa_Governorate,Qaraaoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarah+Bach,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2e+01,5e+00,2.5e+01,0e+00,2e+01,http://dbpedia.org/resource/Zgharta_District,https://dbpedia.org/page/North_Governorate,Qarah Bach,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qardaf,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qardaf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarha,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,1e+01,5e+01,5e+00,2.5e+01,0e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qarha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarha+Baalbek,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Baalbek_District,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Qarha Baalbek,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3.5e+01,3e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarhaiya,https://impact.cib.gov.lb/home#open_data_section,2e+00,Impact Open Data,5e+00,1e+01,1e+01,3.8e+01,0e+00,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Qarhaiya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1.5e+01,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qarsaita,https://impact.cib.gov.lb/home#open_data_section,2.2e+01,Impact Open Data,1.5e+01,1e+01,2e+01,8e+00,1e+01,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Qarsaita,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qartaba,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,1e+01,1.5e+01,1e+01,1.5e+01,1e+01,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qartaba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaser,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1.5e+01,2.5e+01,2e+01,2.5e+01,0e+00,http://dbpedia.org/resource/Hermel_District,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Qaser,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qatrani,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.5e+01,2e+01,1e+01,2e+01,1e+01,http://dbpedia.org/resource/Jezzine_District,https://dbpedia.org/page/South_Governorate,Qatrani,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,4e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qattineh-Miniyeh,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,2e+01,2e+01,2e+01,2e+01,1e+00,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Qattineh-Miniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaynour,https://impact.cib.gov.lb/home#open_data_section,4.5e+01,Impact Open Data,2e+01,1.4e+01,8e+00,5e+00,5e+00,http://dbpedia.org/resource/Bsharri_District,https://dbpedia.org/page/North_Governorate,Qaynour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2.5e+01,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qaytouleh,https://impact.cib.gov.lb/home#open_data_section,2e+00,Impact Open Data,1e+01,1.5e+01,5e+00,4.2e+01,1e+00,http://dbpedia.org/resource/Jezzine_District,https://dbpedia.org/page/South_Governorate,Qaytouleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qbaiyat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2e+01,2e+01,1.5e+01,5e+00,1e+01,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qbaiyat Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qelaya,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,3e+01,1e+01,5e+00,1e+01,5e+00,http://dbpedia.org/resource/Western_Beqaa_District,https://dbpedia.org/page/Beqaa_Governorate,Qelaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qennabet+Broummana,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2.5e+01,2e+01,3e+01,9e+00,5e+00,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qennabet Broummana,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,3e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qennarit,https://impact.cib.gov.lb/home#open_data_section,8e+00,Impact Open Data,2.5e+01,2.5e+01,1e+01,2e+01,2e+00,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Qennarit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+01,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qild+Es+Sabea,https://impact.cib.gov.lb/home#open_data_section,3e+00,Impact Open Data,5e+00,1e+01,1e+00,3e+01,1e+00,http://dbpedia.org/resource/Baalbek_District,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Qild Es Sabea,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qlaiaa,https://impact.cib.gov.lb/home#open_data_section,2.4e+01,Impact Open Data,3e+01,3.5e+01,2e+00,7e+00,1e+00,http://dbpedia.org/resource/Marjeyoun_District,https://dbpedia.org/page/Nabatieh_Governorate,Qlaiaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qlaileh+Harfoush,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Baalbek_District,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Qlaileh Harfoush,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qlaileh+Sour,https://impact.cib.gov.lb/home#open_data_section,1.4e+01,Impact Open Data,3e+01,2e+01,5e+00,2e+01,1e+01,http://dbpedia.org/resource/Tyre_District,https://dbpedia.org/page/South_Governorate,Qlaileh Sour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qleiaat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,0e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qleiaat Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qleiaat+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,1e+02,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qleiaat Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+01,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qloud+El-Baqieh,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,2e+01,1e+01,3e+01,0e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qloud El-Baqieh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qmatiyeh,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,3e+01,1e+01,1e+01,7e+00,1e+01,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qmatiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qnat,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,4e+01,1.1e+01,5e+00,1e+01,3e+00,http://dbpedia.org/resource/Bsharri_District,https://dbpedia.org/page/North_Governorate,Qnat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qobbayaa,https://impact.cib.gov.lb/home#open_data_section,2.7e+01,Impact Open Data,2.7e+01,2e+01,6e+00,1e+01,5e+00,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qobbayaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qornayel,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,1e+01,1.5e+01,2e+01,2e+01,5e+00,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qornayel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,3e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qornet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1.7e+01,Impact Open Data,3e+01,2.5e+01,5e+00,2e+01,2e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qornet Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qornet+El-Hamra,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,2.5e+01,1e+01,1e+01,1e+01,2e+01,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qornet El-Hamra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qortada,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,2e+01,1e+01,1e+01,8e+00,1e+01,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qortada,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3e+00,2e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qoubber+Chamra,https://impact.cib.gov.lb/home#open_data_section,2e+00,Impact Open Data,1.5e+01,1.5e+01,2.5e+01,4e+01,0e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qoubber Chamra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,3e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qounaitra,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,1.5e+01,5e+00,4e+01,5e+00,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Qounaitra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qoussaya,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,3e+01,2e+01,8e+00,1.5e+01,1e+01,http://dbpedia.org/resource/ZahlÃƒÂ©_District,https://dbpedia.org/page/Beqaa_Governorate,Qoussaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+01,4e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qraine,https://impact.cib.gov.lb/home#open_data_section,1.2e+01,Impact Open Data,3e+01,2e+01,8e+00,1e+01,0e+00,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Qraine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1.5e+01,2e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qraiyat,https://impact.cib.gov.lb/home#open_data_section,8e+00,Impact Open Data,1e+01,2e+01,1e+00,4.5e+01,1e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Qraiyat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qraiyeh,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,2.5e+01,1e+01,2.2e+01,1e+00,1e+00,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qraiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Qraiyet+Jlayse,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1.5e+01,3e+01,1e+01,3e+01,0e+00,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Qraiyet Jlayse,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
